0,0,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,30537.3035314266,57109.646406221,79397.1405997763,98167.5766932687,113681.491481204,125794.504617857,135377.210854477,141896.385080313,146918.046987025,150391.88481072,151638.970713979,152052.058923315,151500.059003618,150350.926954603,147801.297376566,145058.339894639,141751.058888867,138654.835733016
0,0,0.34485,0.6559,0.83921,0.9286,0.96929,0.98421,0.98813,0.98885,0.9861,0.98362,0.97948,0.97436,0.97001,0.96448,0.95789,0.95041,0.94335,0.93678
